instant,timestamp,hr,actual,prediction,residual
14308,2012-08-24 08:00,8,744,178.64586343663387,-565.35413656336618
14309,2012-08-24 09:00,9,389,234.57600740250692,-154.42399259749308
14310,2012-08-24 10:00,10,262,272.92430539964028,10.924305399640275
14311,2012-08-24 11:00,11,281,280.54209809226501,-0.45790190773499262
14312,2012-08-24 12:00,12,371,292.99264346057703,-78.007356539422972
14313,2012-08-24 13:00,13,351,320.2022063160158,-30.797793683984196
14314,2012-08-24 14:00,14,338,317.04174140514874,-20.958258594851259
14315,2012-08-24 15:00,15,350,308.45896870822077,-41.541031291779234
14316,2012-08-24 16:00,16,515,315.38916643394759,-199.61083356605241
14317,2012-08-24 17:00,17,812,310.94546080041778,-501.05453919958222
14318,2012-08-24 18:00,18,736,290.73309569356002,-445.26690430643998
14319,2012-08-24 19:00,19,536,304.95839703838431,-231.04160296161569
14320,2012-08-24 20:00,20,363,292.82677037404602,-70.173229625953979
14321,2012-08-24 21:00,21,306,306.85533402020764,0.8553340202076356
14322,2012-08-24 22:00,22,251,312.70511936732555,61.705119367325551
14323,2012-08-24 23:00,23,178,298.89743456861356,120.89743456861356
14324,2012-08-25 00:00,0,135,157.86105072355002,22.861050723550022
14325,2012-08-25 01:00,1,115,143.4638108144643,28.463810814464296
14326,2012-08-25 02:00,2,79,135.27451351486158,56.274513514861582
14327,2012-08-25 03:00,3,38,151.5686904057707,113.5686904057707
14328,2012-08-25 04:00,4,12,158.59692798802175,146.59692798802175
14329,2012-08-25 05:00,5,14,152.08368882279279,138.08368882279279
14330,2012-08-25 06:00,6,30,149.64990738333739,119.64990738333739
14331,2012-08-25 07:00,7,102,156.77618482211261,54.776184822112612
14332,2012-08-25 08:00,8,162,177.93545426221732,15.93545426221732
14333,2012-08-25 09:00,9,288,200.77143982231007,-87.228560177689928
14334,2012-08-25 10:00,10,442,221.63593170722788,-220.36406829277212
14335,2012-08-25 11:00,11,457,240.4315480460609,-216.5684519539391
14336,2012-08-25 12:00,12,584,263.03170740297725,-320.96829259702275
14337,2012-08-25 13:00,13,517,275.38355492915082,-241.61644507084918
14338,2012-08-25 14:00,14,482,236.37180311390648,-245.62819688609352
14339,2012-08-25 15:00,15,233,222.46607845867021,-10.533921541329789
14340,2012-08-25 16:00,16,434,233.67181362321895,-200.32818637678105
14341,2012-08-25 17:00,17,403,240.79874904760845,-162.20125095239155
14342,2012-08-25 18:00,18,383,257.97660061846386,-125.02339938153614
14343,2012-08-25 19:00,19,354,240.62615249773268,-113.37384750226732
14344,2012-08-25 20:00,20,241,231.55252253256944,-9.4474774674305593
14345,2012-08-25 21:00,21,208,239.17031522519417,31.170315225194173
14346,2012-08-25 22:00,22,182,246.10051295092103,64.100512950921029
14347,2012-08-25 23:00,23,158,252.34311570975001,94.343115709750009
14348,2012-08-26 00:00,0,134,88.056863990334747,-45.943136009665253
14349,2012-08-26 01:00,1,134,94.594244304350568,-39.405755695649432
14350,2012-08-26 02:00,2,116,101.72117972874007,-14.278820271259931
14351,2012-08-26 03:00,3,53,108.84745716751529,55.847457167515287
14352,2012-08-26 04:00,4,16,115.38483748153111,99.384837481531108
14353,2012-08-26 05:00,5,16,122.31503520725795,106.31503520725795
14354,2012-08-26 06:00,6,21,125.46055276239814,104.46055276239814
14355,2012-08-26 07:00,7,34,136.17543065871166,102.17543065871166
14356,2012-08-26 08:00,8,133,175.1132837662187,42.1132837662187
14357,2012-08-26 09:00,9,263,181.84674379328291,-81.153256206717089
14358,2012-08-26 10:00,10,385,233.04283292560712,-151.95716707439288
14359,2012-08-26 11:00,11,482,239.77629295267133,-242.22370704732867
14360,2012-08-26 12:00,12,626,225.37905304358557,-400.6209469564144
14361,2012-08-26 13:00,13,541,206.17567193731466,-334.82432806268537
14362,2012-08-26 14:00,14,377,184.09791761404017,-192.90208238595983
14363,2012-08-26 15:00,15,391,192.20656757490013,-198.79343242509987
14364,2012-08-26 16:00,16,173,199.13676530062696,26.136765300626962
14365,2012-08-26 17:00,17,233,205.67414561464278,-27.325854385357218
14366,2012-08-26 18:00,18,264,211.72066866042337,-52.279331339576629
14367,2012-08-26 19:00,19,292,219.14172365438546,-72.858276345614541
14368,2012-08-26 20:00,20,211,226.07192138011229,15.071921380112286
14369,2012-08-26 21:00,21,166,244.04215640539522,78.042156405395218
14370,2012-08-26 22:00,22,114,234.96918442584621,120.96918442584621
14371,2012-08-26 23:00,23,80,251.26336131675535,171.26336131675535
14372,2012-08-27 00:00,0,32,93.658977192449015,61.658977192449015
14373,2012-08-27 01:00,1,7,91.81475086336728,84.81475086336728
14374,2012-08-27 02:00,2,8,99.039068158666723,91.039068158666723
14375,2012-08-27 03:00,3,4,105.67514631482098,101.67514631482098
14376,2012-08-27 04:00,4,12,121.37976809535641,109.37976809535641
14377,2012-08-27 05:00,5,36,118.94598665590098,82.945986655900981
14378,2012-08-27 06:00,6,145,125.87618438162784,-19.123815618372163
14379,2012-08-27 07:00,7,433,154.86050321357897,-278.13949678642103
14380,2012-08-27 08:00,8,699,162.38025604967947,-536.61974395032053
14381,2012-08-27 09:00,9,342,169.40849363193053,-172.59150636806947
14382,2012-08-27 10:00,10,206,212.42514647959678,6.4251464795967763
14383,2012-08-27 11:00,11,229,241.07559925184728,12.075599251847279
14384,2012-08-27 12:00,12,283,260.56555918858362,-22.43444081141638
14385,2012-08-27 13:00,13,288,277.9401484581017,-10.059851541898297
14386,2012-08-27 14:00,14,246,312.05199752092688,66.051997520926875
14387,2012-08-27 15:00,15,282,309.11995219661651,27.119952196616509
14388,2012-08-27 16:00,16,444,315.7553723671565,-128.2446276328435
14389,2012-08-27 17:00,17,845,339.34465287716307,-505.65534712283693
14390,2012-08-27 18:00,18,834,328.88908434719855,-505.11091565280145
14391,2012-08-27 19:00,19,573,289.22273542417895,-283.77726457582105
14392,2012-08-27 20:00,20,416,295.95619545124316,-120.04380454875684
14393,2012-08-27 21:00,21,278,289.05013887430317,11.050138874303173
14394,2012-08-27 22:00,22,161,270.90730729914446,109.90730729914446
14395,2012-08-27 23:00,23,114,277.64142531182296,163.64142531182296
14396,2012-08-28 00:00,0,38,118.83577474486486,80.835774744864864
14397,2012-08-28 01:00,1,21,109.66410492317745,88.664104923177447
14398,2012-08-28 02:00,2,15,128.22389505883405,113.22389505883405
14399,2012-08-28 03:00,3,4,116.78661199239912,112.78661199239912
14400,2012-08-28 04:00,4,8,134.95358471634466,126.95358471634466
14401,2012-08-28 05:00,5,42,141.58966287249893,99.589662872498934
14402,2012-08-28 06:00,6,147,137.38112545653127,-9.6188745434687348
14403,2012-08-28 07:00,7,269,155.54809818047684,-113.45190181952316
14404,2012-08-28 08:00,8,693,158.73270424013077,-534.26729575986928
14405,2012-08-28 09:00,9,395,189.98263631682931,-205.01736368317069
14406,2012-08-28 10:00,10,204,242.02940226997725,38.029402269977254
14407,2012-08-28 11:00,11,218,274.75931276800128,56.75931276800128
14408,2012-08-28 12:00,12,297,299.46809416113052,2.4680941611305229
14409,2012-08-28 13:00,13,288,324.0781777121212,36.078177712121203
14410,2012-08-28 14:00,14,251,346.91416327221395,95.914163272213955
14411,2012-08-28 15:00,15,317,354.79373566090294,37.793735660902939
14412,2012-08-28 16:00,16,480,363.79346691832893,-116.20653308167107
14413,2012-08-28 17:00,17,864,361.02581941917293,-502.97418058082707
14414,2012-08-28 18:00,18,818,351.36263434363593,-466.63736565636407
14415,2012-08-28 19:00,19,597,335.64981383837915,-261.35018616162085
14416,2012-08-28 20:00,20,435,330.22373568276464,-104.77626431723536
14417,2012-08-28 21:00,21,314,337.0558935519673,23.055893551967301
14418,2012-08-28 22:00,22,216,325.81469019858071,109.81469019858071
14419,2012-08-28 23:00,23,109,320.78142945467727,211.78142945467727
14420,2012-08-29 00:00,0,47,132.56826079600134,85.56826079600134
14421,2012-08-29 01:00,1,14,134.03706223115344,120.03706223115344
14422,2012-08-29 02:00,2,6,127.13100565421351,121.13100565421351
14423,2012-08-29 03:00,3,9,133.86512366689195,124.86512366689195
14424,2012-08-29 04:00,4,10,135.23588524551985,125.23588524551985
14425,2012-08-29 05:00,5,40,141.96934527258406,101.96934527258406
14426,2012-08-29 06:00,6,181,148.89954299831092,-32.10045700168908
14427,2012-08-29 07:00,7,554,182.81531234808776,-371.18468765191221
14428,2012-08-29 08:00,8,808,204.07262164471666,-603.92737835528328
14429,2012-08-29 09:00,9,348,242.61699935489838,-105.38300064510162
14430,2012-08-29 10:00,10,178,261.3145758372072,83.314575837207201
14431,2012-08-29 11:00,11,253,272.78274868343448,19.782748683434477
14432,2012-08-29 12:00,12,360,301.76706751538558,-58.232932484614423
14433,2012-08-29 13:00,13,300,298.60660260451857,-1.3933973954814292
14434,2012-08-29 14:00,14,301,316.21701807721291,15.217018077212913
14435,2012-08-29 15:00,15,338,323.83415278422342,-14.16584721577658
14436,2012-08-29 16:00,16,493,335.9899205973486,-157.0100794026514
14437,2012-08-29 17:00,17,870,353.600336070043,-516.399663929957
14438,2012-08-29 18:00,18,812,334.33800361176168,-477.66199638823832
14439,2012-08-29 19:00,19,643,306.30058911305747,-336.69941088694253
14440,2012-08-29 20:00,20,427,299.99083627749673,-127.00916372250327
14441,2012-08-29 21:00,21,313,306.8819454987098,-6.118054501290203
14442,2012-08-29 22:00,22,235,313.12454825753878,78.124548257538777
14443,2012-08-29 23:00,23,157,314.43635848415624,157.43635848415624
14444,2012-08-30 00:00,0,65,126.22318982548035,61.223189825480347
14445,2012-08-30 01:00,1,23,140.64457088335297,117.64457088335297
14446,2012-08-30 02:00,2,17,126.24733097426724,109.24733097426724
14447,2012-08-30 03:00,3,5,133.17752869999407,128.17752869999407
14448,2012-08-30 04:00,4,8,140.10772642572093,132.10772642572093
14449,2012-08-30 05:00,5,35,147.03792415144778,112.03792415144778
14450,2012-08-30 06:00,6,163,129.97550495489801,-33.024495045101986
14451,2012-08-30 07:00,7,532,167.24339057342246,-364.75660942657754
14452,2012-08-30 08:00,8,754,195.50102593396193,-558.49897406603804
14453,2012-08-30 09:00,9,396,228.2309364319859,-167.7690635680141
14454,2012-08-30 10:00,10,234,248.99738846037957,14.997388460379568
14455,2012-08-30 11:00,11,276,295.42642490003243,19.42642490003243
14456,2012-08-30 12:00,12,294,293.28676303014959,-0.71323696985041352
14457,2012-08-30 13:00,13,290,294.40249354371872,4.4024935437187196
14458,2012-08-30 14:00,14,273,301.52877098249394,28.528770982493938
14459,2012-08-30 15:00,15,338,325.09144001399829,-12.908559986001706
14460,2012-08-30 16:00,16,482,337.64002523883448,-144.35997476116552
14461,2012-08-30 17:00,17,844,368.16327384412142,-475.83672615587858
14462,2012-08-30 18:00,18,853,360.66766215680786,-492.33233784319214
14463,2012-08-30 19:00,19,610,336.17975961112813,-273.82024038887187
14464,2012-08-30 20:00,20,471,318.23366573463215,-152.76633426536785
14465,2012-08-30 21:00,21,307,303.6396881268837,-3.3603118731163022
14466,2012-08-30 22:00,22,291,295.84995686999753,4.8499568699975271
14467,2012-08-30 23:00,23,152,295.97656623047646,143.97656623047646
14468,2012-08-31 00:00,0,82,113.77460248262092,31.774602482620921
14469,2012-08-31 01:00,1,32,120.70480020834776,88.704800208347763
14470,2012-08-31 02:00,2,20,109.85641426667227,89.856414266672274
14471,2012-08-31 03:00,3,5,116.59053227935073,111.59053227935073
14472,2012-08-31 04:00,4,7,117.37173874760495,110.37173874760495
14473,2012-08-31 05:00,5,29,124.49867417199445,95.498674171994452
14474,2012-08-31 06:00,6,108,131.42887189772131,23.428871897721308
14475,2012-08-31 07:00,7,421,137.8682123552129,-283.1317876447871
14476,2012-08-31 08:00,8,690,191.33600537767583,-498.66399462232414
14477,2012-08-31 09:00,9,398,218.4475283765905,-179.5524716234095
14478,2012-08-31 10:00,10,256,247.29471884750362,-8.7052811524963829
14479,2012-08-31 11:00,11,309,350.99986169725628,41.999861697256279
14480,2012-08-31 12:00,12,410,361.38087353386919,-48.619126466130808
14481,2012-08-31 13:00,13,368,373.27486165093006,5.2748616509300632
14482,2012-08-31 14:00,14,436,389.60812704635293,-46.391872953647066
14483,2012-08-31 15:00,15,526,393.28359037424207,-132.71640962575793
14484,2012-08-31 16:00,16,528,399.91901054478211,-128.08098945521789
14485,2012-08-31 17:00,17,617,390.55126101004629,-226.44873898995371
14486,2012-08-31 18:00,18,546,384.23410155786576,-161.76589844213424
14487,2012-08-31 19:00,19,452,346.99710571913369,-105.00289428086631
14488,2012-08-31 20:00,20,356,353.92730344486051,-2.0726965551394869
14489,2012-08-31 21:00,21,303,331.70501414392839,28.705014143928395
14490,2012-08-31 22:00,22,277,338.63521186965522,61.635211869655222
14491,2012-08-31 23:00,23,174,331.14025816795584,157.14025816795584
14492,2012-09-01 00:00,0,168,169.36599179845348,1.3659917984534786
14493,2012-09-01 01:00,1,79,147.67364827027026,68.673648270270263
14494,2012-09-01 02:00,2,69,155.94669605628459,86.946696056284594
14495,2012-09-01 03:00,3,35,162.48407637030039,127.48407637030039
14496,2012-09-01 04:00,4,12,168.72667912912937,156.72667912912937
14497,2012-09-01 05:00,5,22,152.45664338700718,130.45664338700718
14498,2012-09-01 06:00,6,36,159.386841112734,123.386841112734
14499,2012-09-01 07:00,7,66,225.5646389237356,159.5646389237356
14500,2012-09-01 08:00,8,162,239.62554244340549,77.625542443405493
14501,2012-09-01 09:00,9,237,246.16292275742134,9.1629227574213417
14502,2012-09-01 10:00,10,417,265.05657895277852,-151.94342104722148
14503,2012-09-01 11:00,11,492,278.52858534768905,-213.47141465231095
14504,2012-09-01 12:00,12,471,285.06596566170481,-185.93403433829519
14505,2012-09-01 13:00,13,504,303.46876458882673,-200.53123541117327
14506,2012-09-01 14:00,14,514,338.56232818812248,-175.43767181187752
14507,2012-09-01 15:00,15,563,346.27816073727138,-216.72183926272862
14508,2012-09-01 16:00,16,462,336.71367350387288,-125.28632649612712
14509,2012-09-01 17:00,17,463,330.60000038136047,-132.39999961863953
14510,2012-09-01 18:00,18,442,337.53019810708736,-104.46980189291264
14511,2012-09-01 19:00,19,392,313.04229556140768,-78.957704438592316
14512,2012-09-01 20:00,20,207,305.93275265479963,98.932752654799629
14513,2012-09-01 21:00,21,104,231.92170672723023,127.92170672723023
14514,2012-09-01 22:00,22,78,245.19697542347808,167.19697542347808
14515,2012-09-01 23:00,23,145,252.71672825957864,107.71672825957864
14516,2012-09-02 00:00,0,99,93.32218056786111,-5.6778194321388895
14517,2012-09-02 01:00,1,73,99.662823183214272,26.662823183214272
14518,2012-09-02 02:00,2,84,106.59302090894113,22.593020908941128
14519,2012-09-02 03:00,3,42,114.11277374504164,72.112773745041636
14520,2012-09-02 04:00,4,22,120.45341636039481,98.453416360394812
14521,2012-09-02 05:00,5,12,127.38361408612167,115.38361408612167
14522,2012-09-02 06:00,6,15,134.3138118118485,119.3138118118485
14523,2012-09-02 07:00,7,42,132.4695854827668,90.469585482766803
14524,2012-09-02 08:00,8,129,155.10883334419688,26.108833344196881
14525,2012-09-02 09:00,9,232,177.15852609525328,-54.841473904746721
14526,2012-09-02 10:00,10,388,199.79777395668339,-188.20222604331661
14527,2012-09-02 11:00,11,489,229.92820515025932,-259.07179484974068
14528,2012-09-02 12:00,12,545,236.85840287598617,-308.14159712401386
14529,2012-09-02 13:00,13,493,230.54190140941986,-262.45809859058011
14530,2012-09-02 14:00,14,457,228.10811996996446,-228.89188003003554
14531,2012-09-02 15:00,15,355,251.04148740096718,-103.95851259903282
14532,2012-09-02 16:00,16,474,264.57919377889357,-209.42080622110643
14533,2012-09-02 17:00,17,503,285.93520091766089,-217.06479908233911
14534,2012-09-02 18:00,18,500,270.94840589820143,-229.05159410179857
14535,2012-09-02 19:00,19,292,247.93373314284173,-44.066266857158269
14536,2012-09-02 20:00,20,104,254.47111345685755,150.47111345685755
14537,2012-09-02 21:00,21,171,287.62045284509475,116.62045284509475
14538,2012-09-02 22:00,22,166,263.66249607216406,97.66249607216406
14539,2012-09-02 23:00,23,123,252.71672825957864,129.71672825957864
14540,2012-09-03 00:00,0,104,83.368646292305172,-20.631353707694828
14541,2012-09-03 01:00,1,55,107.08830653234418,52.088306532344177
14542,2012-09-03 02:00,2,40,107.280615875839,67.280615875839004
14543,2012-09-03 03:00,3,28,114.40689331461422,86.406893314614223
14544,2012-09-03 04:00,4,11,121.04297147076849,110.04297147076849
14545,2012-09-03 05:00,5,4,127.38361408612167,123.38361408612167
14546,2012-09-03 06:00,6,15,124.94983264666627,109.94983264666627
14547,2012-09-03 07:00,7,43,155.08026384024217,112.08026384024217
14548,2012-09-03 08:00,8,127,170.9159233364243,43.915923336424299
14549,2012-09-03 09:00,9,229,178.04220077519955,-50.957799224800453
14550,2012-09-03 10:00,10,359,216.98005388270659,-142.01994611729341
14551,2012-09-03 11:00,11,459,231.7942523522903,-227.2057476477097
14552,2012-09-03 12:00,12,543,260.14992756935396,-282.85007243064604
14553,2012-09-03 13:00,13,566,259.2941644077481,-306.7058355922519
14554,2012-09-03 14:00,14,512,252.68288538599504,-259.31711461400494
14555,2012-09-03 15:00,15,449,259.12222584348666,-189.87777415651334
14556,2012-09-03 16:00,16,500,266.05242356921349,-233.94757643078651
14557,2012-09-03 17:00,17,498,272.39306618456669,-225.60693381543331
14558,2012-09-03 18:00,18,482,287.01118494110199,-194.98881505889801
14559,2012-09-03 19:00,19,374,272.8100247450646,-101.1899752549354
14560,2012-09-03 20:00,20,261,275.4057336799591,14.405733679959098
14561,2012-09-03 21:00,21,184,282.33593140568598,98.335931405685983
14562,2012-09-03 22:00,22,121,268.13477120964859,147.13477120964859
14563,2012-09-03 23:00,23,70,275.85060375879749,205.85060375879749
14564,2012-09-04 00:00,0,29,118.83577474486486,89.835774744864864
14565,2012-09-04 01:00,1,24,122.38085834272158,98.380858342721581
14566,2012-09-04 02:00,2,5,129.31105606844844,124.31105606844844
14567,2012-09-04 03:00,3,10,116.49249242282653,106.49249242282653
14568,2012-09-04 04:00,4,8,122.83313503817969,114.83313503817969
14569,2012-09-04 05:00,5,38,129.76333276390653,91.763332763906533
